 399, Howard_Payne
 400, Humboldt_St
 401, Hunter
 402, Huntingdon
 403, Husson
 404, Idaho
 405, Idaho_St
 406, IL_Chicago
 407, IL_Springfield
 408, IL_Tech
 409, IL_Wesleyan
 410, Illinois
 411, Illinois_Col
 412, Illinois_St
 413, Immaculata
 414, Incarnate_Word
 415, Indiana
 416, Indiana_PA
 417, Indiana_St
 418, Indianapolis
 419, Iona
 420, Iowa
 421, Iowa_St
 422, Iowa_Wesleyan
 423, IPFW
 424, Ithaca
 425, IUPUI
 426, J&W;_RI
 427, Jackson_St
 428, Jacksonville
 429, Jacksonville_St
 430, James_Madison
 431, JC_Smith
 432, John_Carroll
 433, John_Jay
 434, Johns_Hopkins
 435, Johnson_St
 436, Juniata
 437, Kalamazoo
 438, Kansas
 439, Kansas_St
 440, Kean
 441, Keene_St
 442, Kennesaw
 443, Kent
 444, Kentucky
 445, Kentucky_St
 446, Kenyon
 447, Keuka
 448, Keystone
 449, King_TN
 450, King's_PA
 451, Knox
 452, Kutztown
 453, KY_Wesleyan
 454, La_Roche
 455, La_Salle
 456, La_Verne
 457, Lafayette
 458, LaGrange
 459, Lake_Erie
 460, Lake_Forest
 461, Lake_Superior
 462, Lakeland
 463, Lamar
 464, Lancaster_Bib
 465, Lander
 466, Lane
 467, Lasell
 468, Lawrence
 469, Le_Moyne
 470, Le_Tourneau
 471, Lebanon_Val
 472, Lee_TN
 473, Lees-McRae
 474, Lehigh
 475, Lehman
 476, LeMoyne-Owen
 477, Lenoir_Rhyne
 478, Lesley
 479, Lewis
 480, Lewis_&_Clark
 481, Liberty
 482, Limestone
 483, Lincoln_Mem
 484, Lincoln_MO
 485, Lincoln_PA
 486, Lindenwood
 487, Linfield
 488, Lipscomb
 489, Livingstone
 490, Lock_Haven
 491, Long_Beach_St
 492, Long_Island
 493, Longwood
 494, Loras
 495, Louisiana_Col
 496, Louisiana_Tech
 497, Louisville
 498, Loy_Marymount
 499, Loyola_MD
 500, Loyola-Chicago
 501, LSU
 502, Lubbock_Chr
 503, Luther_IA
 504, Luther_MN
 505, Lycoming
 506, Lynchburg
 507, Lyndon_St
 508, Lynn
 509, M_Hardin-Baylor
 510, MA_Boston
 511, MA_Dartmouth
 512, MA_Liberal_Arts
 513, MA_Lowell
 514, Macalester
 515, MacMurray
 516, Maine
 517, Malone
 518, Manchester
 519, Manhattan
 520, Manhattanville
 521, Mansfield
 522, Maranatha_Bap
 523, Marian_WI
 524, Marietta
 525, Marist
 526, Marquette
 527, Mars_Hill
 528, Marshall
 529, Mary_ND
 530, Mary_Washington
 531, Maryland
 532, Marymount_VA
 533, Maryville_MO
 534, Maryville_TN
 535, Marywood
 536, Massachusetts
 537, McDaniel_Col
 538, McKendree
 539, McMurry
 540, McNeese_St
 541, MD_E_Shore
 542, ME_Farmington
 543, ME_Maritime
 544, ME_Presque_Isle
 545, Medaille
 546, Medgar_Evers
 547, Memphis
 548, Mercer
 549, Merchant_Marine
 550, Mercy
 551, Mercyhurst
 552, Merrimack
 553, Mesa_St
 554, Messiah
 555, Methodist
 556, Metro_St
 557, Miami_FL
 558, Miami_OH
 559, Michigan
 560, Michigan_St
 561, Michigan_Tech
 562, Middlebury
 563, Midwest_TX_St
 564, Miles
 565, Millersville
 566, Millikin
 567, Millsaps
 568, Milwaukee_Eng
 569, Minnesota
 570, Minot_St
 571, Misericordia
 572, Mississippi
 573, Mississippi_Col
 574, Mississippi_St
 575, Missouri
 576, Missouri_KC
 577, Missouri_S&T;
 578, Missouri_St
 579, MIT
 580, Mitchell
 581, MN_Crookston
 582, MN_Duluth
 583, MN_Mankato
 584, MN_Morris
 585, MO_Southern
 586, MO_St_Louis
 587, MO_Western
 588, Molloy
 589, Monmouth_IL
 590, Monmouth_NJ
 591, Montana
 592, Montana_St
 593, Montclair_St
 594, Montevallo
 595, Moorhead_St
 596, Moravian
 597, Morehead_St
